on	P	0.9835
Sun	^	0.9948
News	^	0.9107
Network	^	0.8165
with	P	0.9966
Michael	^	0.9999
Coren	^	0.9970
Political	A	0.5593
correctness	N	0.9998
has	V	0.9956
damaged	V	0.9823
all	D	0.9923
aspects	N	0.9912
of	P	0.9956
life	N	0.9870
URL	N	0.5268
via	P	0.9324


104413181	$	0.7642
261693801532379136A	^	0.3693
UFO	^	0.9991
Sighting	N	0.8925
Black	^	0.4579
Triangle	^	0.9943
Sighting	N	0.9628
in	P	0.9925
Perryton	^	0.9215
Texas	^	0.9998
on	P	0.9931
August	^	0.9919
11th	$	0.7631
2012	$	0.9813
Dark	N	0.5160
triangle	N	0.9670
shape	N	0.9701
across	P	0.9998
the	D	0.9953
sk	N	0.5414
URL	N	0.7582


394763270	$	0.4573
263984722617712640C	$	0.3814
Busy	A	0.8567
preparing	V	0.8508
for	P	0.9986
Izzys	Z	0.4764
Mini	^	0.5643
Masterclasses	^	0.7540
in	P	0.9975
the	D	0.9990
Studio	N	0.8766
tomorrow	N	0.8468
Decadent	A	0.9869
chocolate	N	0.9846
ganache	N	0.9532
torte	N	0.9964
to	P	0.9924
welcome	V	0.9987
our	D	0.9945
attendees	N	0.9908
Good	A	0.9864
idea	N	0.9762


50909879	$	0.3498
264200442886623232B	$	0.2755
Heres	L	0.5090
everybodys	D	0.6752
warning	N	0.9765
nobody	N	0.9440
better	R	0.8470
piss	V	0.9948
me	O	0.9989
off	T	0.6816
tomorrow	N	0.9019
Idc	L	0.4446
who	O	0.9621
you	O	0.9981
are	V	0.9988
Im	L	0.9699
gonna	V	0.9815
snap	V	0.9956
done	V	0.9260
imatmybreakingpoint	V	0.1145
canttakethisanymore	R	0.1768


101465967	$	0.6898
227992945368915969B	^	0.4777
Tong	^	0.9853
Mew	^	0.9819
Ying	^	0.7864
Donut	^	0.7979
TangJune	^	0.9371
Sunee	^	0.9861
Korn	^	0.9995
X	E	0.3771
everything	N	0.9803
lah	V	0.4718
i	O	0.9915
love	V	0.9994
all	X	0.5584
the	D	0.9997
cast	N	0.9806
hehehe	!	0.9667


72779300	$	0.5540
262792742982254592A	$	0.3065
I	O	0.9935
totally	R	0.9921
forgot	V	0.9833
Justin	^	0.9999
Biebers	^	0.9850
is	V	0.9958
going	V	0.9860
to	P	0.9929
Dallas	^	0.9973
tomorrow	N	0.9746
Loads	N	0.5889
Up	P	0.9142
The	D	0.9653
Ak	^	0.5275


50025826	$	0.3404
101451016377085952D	$	0.7414
Im	L	0.9933
going	V	0.9909
to	P	0.9910
Cleveland	^	0.9965
tomorrow	N	0.9570
so	P	0.7575
Ill	L	0.9850
break	V	0.9993
up	T	0.8723
the	D	0.9915
losing	A	0.5479
streak	N	0.9965
Verlander	^	0.9686
may	V	0.8347
help	V	0.9908


94498989	$	0.4154
110180276801519616B	$	0.5811
Huge	A	0.9289
thanks	N	0.9977
to	P	0.9995
those	O	0.5603
of	P	0.9963
you	O	0.9993
who	O	0.9443
came	V	0.9995
out	T	0.8682
to	P	0.9992
my	D	0.9967
photography	N	0.9978
workshops	N	0.9912
today	N	0.9924
at	P	0.9998
Terra	^	0.9948
Nova	^	0.9874


373022265	$	0.2899
263986400012161024B	^	0.2854
Thinktastic	^	0.9727
are	V	0.9872
sponsoring	V	0.9975
the	D	0.9995
Education	N	0.9837
initiative	N	0.9995
of	P	0.9995
the	D	0.9995
year	N	0.9629
Award	N	0.9104
at	P	0.9983
SocietyAwards12	^	0.8786
tomorrow	N	0.7040
Good	A	0.9627
luck	N	0.9966
to	P	0.9994
those	O	0.6856
shortlisted	A	0.5988


261836654	$	0.3521
264132276349190146A	$	0.3065
I	O	0.9962
just	R	0.9993
watched	V	0.9882
part	N	0.9872
of	P	0.9972
DWTS	^	0.8222
and	&	0.9983
cowboy	N	0.6327
Troy	^	0.9593
was	V	0.9962
on	P	0.8774
there	R	0.6658
singing	V	0.9994
I	O	0.9980
play	V	0.9990
chicken	N	0.9074
with	P	0.9997
a	D	0.9985
train	N	0.9968
brings	V	0.9964
back	R	0.9129
8th	A	0.8878
grade	N	0.9897
memories	N	0.9910


31037343	$	0.2810
238453939270471680F	$	0.3745
JETT	^	0.7268
LOUNGE	^	0.9235
THURSDAY	^	0.9977
NIGHT	N	0.8120
its	L	0.9792
gonna	V	0.9928
be	V	0.9992
HOT	A	0.8673
come	N	0.5802
party	N	0.8810
with	P	0.9998
me	O	0.9991
and	&	0.9935
Kenny	^	0.9991
Smoove	^	0.5398
he	O	0.9936
is	V	0.9997
one	$	0.9614
of	P	0.9994
the	D	0.9996
hottest	A	0.9927
Producers	N	0.9958
and	&	0.9979
many	A	0.8183
more	A	0.6254


394181065	$	0.2899
261903146836713472B	$	0.3313
Best	A	0.9315
of	P	0.9908
luck	N	0.9816
to	P	0.9974
IndianaStateVB	^	0.4049
at	P	0.9984
Illinois	^	0.9997
State	N	0.7408
tonight	N	0.9387
Domination	N	0.9974
of	P	0.9995
the	D	0.9992
2nd	$	0.6084
half	N	0.7455
of	P	0.9994
the	D	0.9988
MVC	N	0.5306
season	N	0.9931
starts	V	0.9533
tonight	R	0.7108
rolltimber	G	0.2402


167482641	$	0.7091
262921934981971970B	$	0.1912
I	O	0.9954
hope	V	0.9991
yall	O	0.9655
not	R	0.9986
sleeping	V	0.9997
on	P	0.9827
the	D	0.9994
Blackout	N	0.8363
Homecoming	N	0.9930
Party	N	0.9517
this	D	0.9623
Friday	^	0.7760
at	P	0.9977
Club	^	0.8225
Pulse	N	0.5804
Shit	N	0.9983
is	V	0.9983
really	R	0.9967
bout	R	0.5751
to	P	0.9942
crinack	V	0.6177


19961694	$	0.6395
259884564359548928C	^	0.4862
Mark	^	0.9998
Martin	^	0.9997
Morning	N	0.6565
Yawn	V	0.8704
Good	A	0.9831
weekend	N	0.9981
so	R	0.9077
far	R	0.9817
Like	P	0.9739
this	D	0.9101
status	N	0.9912
if	P	0.9992
youre	L	0.9895
having	V	0.9990
a	D	0.9963
lazy	A	0.9966
Sunday	N	0.5063
or	&	0.9871
URL	N	0.7223


61853316	$	0.3344
103081947517034496B	$	0.5867
Yes	!	0.9544
Im	L	0.9970
ready	A	0.9873
for	P	0.9995
HS	^	0.9057
college	N	0.6301
pro	N	0.5824
Bring	V	0.9992
it	O	0.9705
blueraider93	P	0.3491
Make	V	0.9411
Monday	^	0.9274
better	A	0.6771
We	O	0.9900
can	V	0.9996
now	R	0.9962
come	V	0.9982
home	N	0.6072
to	P	0.9981
MNF	^	0.8990
You	O	0.9935
ready	A	0.9180
for	P	0.9999
some	D	0.9833
Football	N	0.9688


132930248	$	0.6150
103233520188657664A	$	0.5076
Be	V	0.9763
sure	A	0.8897
to	P	0.9984
catch	V	0.9970
former	A	0.9236
Owl	N	0.8423
football	N	0.9955
player	N	0.9949
Lestar	^	0.5461
Jean	^	0.9999
on	P	0.9169
ESPNs	^	0.7715
Monday	^	0.9983
Night	N	0.6841
Football	N	0.9934
tonight	N	0.8968
at	P	0.9993
8	$	0.9924
pm	N	0.9682
with	P	0.9997
Houston	^	0.9994
Go	V	0.9040
Owls	N	0.9383


417509923	$	0.2556
263366711196123137G	$	0.2696
I	O	0.9984
hate	V	0.9998
watching	V	0.9948
movies	N	0.9726
like	P	0.9416
friday	^	0.6642
after	P	0.8684
next	A	0.6714
on	P	0.9926
VH1	^	0.9313
BET	V	0.8633
MTV	^	0.9682
etc	G	0.4757
because	P	0.9990
they	O	0.9931
take	V	0.9997
out	T	0.9594
the	D	0.9982
bad	A	0.9907
language	N	0.9923
Its	L	0.9782
no	D	0.9411
fun	N	0.9857


114577718	$	0.6126
111356705631240192B	$	0.6355
Interesting	A	0.8569
visit	N	0.8320
with	P	0.9994
Terra	^	0.9922
Nova	^	0.9950
yesterday	N	0.9168
at	P	0.9992
Stoneleigh	^	0.9906
blowing	V	0.9939
a	D	0.9841
hoolie	N	0.7227
and	&	0.9978
Voyager	^	0.6801
22	$	0.9937
wasnt	V	0.6088
moving	V	0.8049
class	N	0.9748
tent	N	0.9914


103998818	$	0.6863
227832288061317121D	$	0.3141
move	V	0.7694
the	D	0.9966
remaining	A	0.6636
teams	N	0.9996
to	P	0.9996
the	D	0.9964
D	^	0.5735
leagues	^	0.5797
champion	N	0.5848
moves	V	0.8893
up	T	0.9410
to	P	0.9992
the	D	0.9979
16	$	0.9922
team	N	0.9946
league	P	0.6261
the	D	0.9992
16th	A	0.7591
place	N	0.9937
team	N	0.9976
is	V	0.9975
bumped	V	0.9834
down	T	0.4667
to	P	0.9992
the	D	0.9964
D	^	0.6976
league	^	0.9020


427621336	$	0.2625
263998344404291585B	$	0.1912
I	O	0.9984
miss	V	0.9980
one	$	0.9541
day	N	0.9842
it	O	0.9809
seems	V	0.9982
like	P	0.9338
theyre	L	0.6698
about	P	0.7191
to	P	0.9897
give	V	0.9999
me	O	0.9983
ISS	V	0.6513
tomorrow	N	0.8858
wtf	!	0.6743
pt	N	0.7342


113726128	$	0.6126
113365713082793984E	$	0.6117
Man	N	0.8076
was	V	0.9983
that	D	0.9245
Jets	^	0.8945
and	&	0.9979
Cowboys	^	0.9427
game	N	0.9222
awesome	A	0.9474
or	&	0.9905
what	O	0.9595
Great	A	0.9387
entertainment	N	0.9870
thats	L	0.8600
for	P	0.9519
sure	A	0.9981
Time	N	0.9768
to	P	0.9985
hear	V	0.9986
some	D	0.9660
Hank	^	0.9992
Williams	^	0.9917
gettin	V	0.9608
rowdy	A	0.9295
tonight	N	0.7966


290120812	$	0.3680
175147659059929089C	$	0.5980
Just	R	0.9988
got	V	0.9986
back	R	0.4293
from	P	0.9981
school	N	0.9856
aaaggghhh	!	0.7632
he	O	0.9988
is	V	0.9998
18	$	0.9912
Ive	L	0.9595
been	V	0.9925
having	V	0.9999
a	D	0.9876
spazzing	A	0.6130
attack	N	0.6095
the	D	0.9983
whole	A	0.9833
day	N	0.9911
O	P	0.3152
National	^	0.5273
Bieber	^	0.9987
Day3	$	0.8396
justinbieber	N	0.3467


153853944	$	0.6223
102251784126468096C	^	0.4518
Queen	^	0.9958
Latifah	^	0.9995
may	V	0.7610
be	V	0.9991
going	V	0.9926
Dancing	V	0.9809
Remember	V	0.9299
when	R	0.9759
a	D	0.9940
DWTS	N	0.7544
insider	N	0.9917
confirmed	V	0.9703
to	P	0.9944
us	O	0.9435
that	P	0.9327
the	D	0.9985
show	N	0.9841
was	V	0.9788
aiming	V	0.9942
for	P	0.9991
a	D	0.9973
higher	A	0.9973
caliber	N	0.9966
of	P	0.9907


346235321	$	0.3562
248144864997421056C	^	0.6057
Steve	^	0.9999
Emerson	^	0.9990
on	P	0.9835
Sun	^	0.9948
News	^	0.9107
Network	^	0.8165
with	P	0.9966
Michael	^	0.9999
Coren	^	0.9970
Political	A	0.5593
correctness	N	0.9998
has	V	0.9956
damaged	V	0.9823
all	D	0.9923
aspects	N	0.9912
of	P	0.9952
life	N	0.9903
URLURL	^	0.1829


19961694	$	0.6395
259612493649948673B	^	0.3761
Mark	^	0.9998
Martin	^	0.9998
Hello	!	0.8071
you	O	0.9927
Good	A	0.9956
weekend	N	0.9981
so	R	0.9077
far	R	0.8855
The	D	0.9917
Hot	A	0.8133
20	$	0.9855
is	V	0.9921
on	P	0.9403
but	&	0.9818
can	V	0.9932
One	$	0.7405
Direction	N	0.9904
hold	V	0.9730
onto	P	0.8994
Saturday	^	0.9915
URL	^	0.4554


203740421	$	0.5598
106585520066404352B	$	0.5553
Today	N	0.9961
we	O	0.9919
found	V	0.9999
out	T	0.8071
that	P	0.4616
Rob	^	0.9986
Henry	^	0.9999
tore	V	0.9979
his	D	0.9952
ACL	^	0.9778
Steve	^	0.9997
Jobs	N	0.5069
is	V	0.9978
stepping	V	0.9743
down	T	0.5253
the	D	0.9993
Colts	^	0.8912
signed	V	0.8702
Kerry	^	0.9998
Collins	^	0.9993
and	&	0.9977
The	D	0.8660
Carter	^	0.9409
4	P	0.5195
leaked	V	0.9624


246222514	$	0.3773
107189808840978432D	$	0.8819
on	P	0.9932
the	D	0.9996
bright	A	0.9500
side	N	0.9912
DWTS	N	0.7438
cast	N	0.9154
cumin	V	0.6953
Mon	^	0.8201
my	D	0.9967
girl	N	0.9891
Kym	^	0.8694
better	R	0.5104
b	V	0.6594
on	P	0.8544
hav	V	0.5124
sum1	O	0.5687
that	P	0.9161
she	O	0.9990
has	V	0.9997
a	D	0.9978
chance	N	0.9354
2	P	0.9464
win	V	0.9803
again	R	0.9896
go	V	0.9798
Kym	^	0.9809


296502129	$	0.3675
103263897712201731C	$	0.5086
Show	N	0.5726
em	O	0.7692
what	O	0.9425
it	O	0.9973
isRT	E	0.4723
Trujohnson2	^	0.5628
Love	V	0.9212
it	O	0.9905
when	R	0.9942
scouts	N	0.7280
be	V	0.9391
at	P	0.9991
our	D	0.9982
Practice	N	0.9983
I	O	0.9903
counted	V	0.9980
4	P	0.6829
today	N	0.9905
Broncos	^	0.9855
Miami	^	0.9999
Philly	^	0.9985
Tampa	^	0.9987
Bay	^	0.9591


29597497	$	0.3484
104667078665048064B	$	0.5125
Colts	^	0.9047
game	N	0.9853
tonight	N	0.4902
Yay	!	0.9366


310231044	$	0.2830
104185967795122176A	$	0.7487
spot	N	0.9790
price	N	0.9624
on	P	0.9970
14KT	^	0.5498
gold	^	0.8594
is	V	0.9746
URL	^	0.4062
dwt	N	0.5629
in	P	0.9970
Tampa	^	0.9984
Bay	^	0.9399
today	N	0.9210
crazy	A	0.9796
that	P	0.7709
gold	^	0.4198
is	V	0.9958
over	P	0.6302
1800ounce	O	0.2741
remember	V	0.9951
when	R	0.9485
the	D	0.9994
real	A	0.9635
price	N	0.9960
was	V	0.9941
URL	N	0.4010


194599631	$	0.7176
253589966662299648A	$	0.4187
Marvels	N	0.8615
Phase	N	0.9930
Two	$	0.9645
Kicks	V	0.6358
Off	T	0.7772
with	P	0.9975
Iron	^	0.8668
Man	^	0.7945
3	$	0.9417
Trailer	N	0.9626
on	P	0.9980
October	^	0.9970
23rd	$	0.8178
Briefly	R	0.7026
If	P	0.9963
Halloween	^	0.9916
i	O	0.6080
URL	V	0.5356
URL	N	0.6944


43099065	$	0.2634
100488964372307968A	$	0.4933
The	D	0.9832
rerelease	N	0.9916
of	P	0.9925
In	P	0.6871
Desolate	A	0.9330
Times	N	0.9610
is	V	0.9985
available	A	0.9623
WORLDWIDE	A	0.6863
TODAY	N	0.9983
Including	V	0.9762
BONUS	N	0.5113
TRACKS	N	0.9731
Grab	V	0.9977
a	D	0.9975
copy	N	0.9950
and	&	0.9969
let	V	0.9990
us	O	0.9968
know	V	0.9879
what	O	0.9790
you	O	0.9996
think	V	0.9986


342501741	$	0.3562
103142957296795648A	$	0.4836
The	D	0.9947
final	A	0.9836
BLg	^	0.7809
draft	N	0.7201
pick	V	0.8721
game	N	0.9939
is	V	0.9964
tonight	R	0.8616
on	P	0.9920
MNF	^	0.9922
ESPN	^	0.9833
sfgiantsfan55	^	0.4627
NYJ	^	0.9990
vs	V	0.4334
OsunnyG	^	0.4387
HOU	^	0.6797
Current	A	0.7964
leader	N	0.9977
is	V	0.9974
Ken	^	0.9986
with	P	0.9930
27	$	0.9970
pts	N	0.9202


384272833	$	0.2806
256368779594964992A	$	0.4085
PlayStation	^	0.9272
Network	^	0.5220
maintenance	N	0.9690
on	P	0.9987
October	^	0.9975
15	$	0.9885
Services	N	0.9180
going	V	0.9952
offline	A	0.7116
possibly	R	0.9964
to	P	0.9921
make	V	0.9967
way	N	0.9261
for	P	0.9999
the	D	0.9996
new	A	0.9860
PS	^	0.5832
Store	^	0.9888
URL	^	0.7692


21925335	$	0.3490
220220804338679809C	^	0.6339
First	A	0.7297
Breakout	N	0.7942
Kings	N	0.7952
now	R	0.9933
Common	^	0.5028
Law	^	0.7613
RIP	G	0.5665
Just	R	0.9967
heard	V	0.9998
it	O	0.9918
didnt	V	0.9919
get	V	0.9996
picked	V	0.9987
up	T	0.9653
for	P	0.9993
a	D	0.9973
2nd	$	0.7956
season	N	0.9878
My	D	0.9973
thoughts	N	0.9929
go	V	0.9940
out	P	0.4287
to	P	0.9992
the	D	0.9981
cast	N	0.9848
and	&	0.9978
crew	N	0.9894


162904928	$	0.6227
100395453350297600B	$	0.5842
ProudOfAllstar	^	0.4199
Fuck	V	0.4393
yeah	!	0.8867
Lets	L	0.9672
get	V	0.9999
it	O	0.9979
trending	V	0.9997
worldwide	A	0.8389
just	R	0.9997
like	P	0.8809
we	O	0.9995
got	V	0.9993
Allstar	^	0.8538
Weekend	N	0.8118
trending	V	0.9994
worldwide	A	0.8584
tonight	N	0.9104


248839886	$	0.3598
262522947984572416E	$	0.4267
DTN	^	0.7624
Pakistan	^	0.9996
Pakistan	^	0.9905
hopeful	A	0.5722
of	P	0.9988
Bangladesh	^	0.9988
visit	V	0.5546
Pakistans	^	0.9779
cricket	^	0.5485
board	N	0.8732
said	V	0.9841
Sunday	^	0.8962
it	O	0.9885
hopes	V	0.9995
to	P	0.9951
arrange	V	0.9998
a	D	0.9894
t	N	0.5729
URL	N	0.6293


436975790	$	0.4253
263332884411215873B	^	0.3761
Joseph	^	1.0000
Prince	^	0.9967
None	N	0.7651
Of	P	0.9965
Us	O	0.8174
All	D	0.7828
Of	P	0.9520
Christ	^	0.9991
14	$	0.9932
Oct	^	0.9932
2012	$	0.9686
URL	N	0.8669
via	P	0.9689
youtube	^	0.8435
How	R	0.9992
much	A	0.7516
of	P	0.9986
Gods	^	0.9878
GRACe	^	0.9967
do	V	0.9972
you	O	0.9997
need	V	0.9955


191945151	$	0.7176
263786661517860865C	^	0.3857
RevJCMitchell	^	0.9116
Thought	V	0.9039
you	O	0.9994
might	V	0.9987
appreciate	V	0.9998
this	D	0.7680
photo	N	0.9969
taken	V	0.9805
of	P	0.9733
AJ	^	0.9616
at	P	0.9991
the	D	0.9991
Celebration	N	0.8879
Sunday	N	0.7051
better	A	0.8164
than	P	0.9632
anyone	N	0.9758
URL	N	0.4839


859096723	$	0.3025
263996792373387264A	P	0.3408
The	D	0.9969
total	A	0.7628
number	N	0.9995
of	P	0.9953
Distressed	A	0.7187
Properties	N	0.9922
For	P	0.9982
Sale	N	0.5680
declined	V	0.9974
for	P	0.9996
the	D	0.9996
4th	A	0.6033
straight	A	0.9345
week	N	0.9981
to	P	0.9976
282	$	0.9974
in	P	0.9957
Fairfax	^	0.9994
Loudoun	^	0.9992
and	&	0.9973
Arlington	^	0.9951


757089673	$	0.3690
241711277532119040C	$	0.4513
happy	A	0.9701
15th	A	0.7201
anniversity	N	0.6675
kuya	^	0.7273
gloc9	V	0.5459
you	O	0.9991
are	V	0.9984
number	N	0.9075
1	$	0.9973
rapper	N	0.9739
and	&	0.9984
francis	^	0.9986
M	^	0.6463


553372405	$	0.3412
264055375685361664A	^	0.3613
SA	^	0.9846
urged	V	0.9539
to	P	0.9960
save	V	0.9983
electricity	N	0.9763
Eskom	^	0.9463
urged	V	0.8429
South	^	0.9267
Africans	^	0.9936
on	P	0.9899
Thursday	^	0.9799
to	P	0.9979
save	V	0.9983
electricity	N	0.9956
to	P	0.9994
reduce	V	0.9977
demand	N	0.8699
on	P	0.9996
the	D	0.9949
gr	N	0.5061
URL	N	0.7799


62823680	$	0.5111
261572875306291200A	$	0.3695
Good	A	0.8162
win	N	0.6853
for	P	0.9997
NUFC	^	0.9922
Nine	^	0.7662
changes	V	0.6969
to	P	0.9940
Sundays	^	0.9454
team	N	0.9814
and	&	0.9980
still	R	0.9953
doing	V	0.9973
well	R	0.8016
Got	V	0.9900
to	P	0.9759
keep	V	0.9993
this	O	0.7857
going	V	0.9973
now	R	0.9906
nufc	^	0.8360


531310923	$	0.3324
256746338073587712A	$	0.3948
OliverLaaance	^	0.7347
Love	^	0.4045
See	V	0.8684
you	O	0.9958
tomorrow	N	0.7594
at	P	0.9997
SM	^	0.5261
Sta	^	0.9799
Rosa	^	0.9986
4pm	$	0.7249
ah	!	0.9495
Yaaay	!	0.9559
D	^	0.5631
URL	^	0.9191


69948216	$	0.3344
228698918727340032B	P	0.1961
she	O	0.9976
may	V	0.9804
be	V	0.9984
fine	A	0.9383
on	P	0.9990
the	D	0.9687
outside	A	0.5000
but	&	0.9860
so	R	0.9907
untrue	A	0.9986
on	P	0.9988
the	D	0.9687
inside	P	0.3483
David	^	0.9998
Ruffin	^	0.9817


68244172	$	0.3459
263610585143459843B	$	0.2378
TONIGHT	R	0.6916
we	O	0.9954
proudly	R	0.9974
pres	V	0.9116
our	D	0.9941
7th	A	0.8066
HALLOWEEN	^	0.8940
party	N	0.9646
with	P	0.9988
LIMEWAX	^	0.7552
many	A	0.8183
more	A	0.6069
this	D	0.9838
time	N	0.9992
at	P	0.9996
Studio	^	0.8057
21	$	0.9894
twenty	$	0.6578
one	$	0.9455
URL	N	0.8023


63532465	$	0.3352
100665193335500800B	$	0.5842
Londonriots	^	0.8204
is	V	0.9964
trending	V	0.9773
3rd	A	0.5546
worldwide	A	0.8128
This	O	0.8359
is	V	0.9977
NOT	R	0.9966
something	N	0.9442
to	P	0.9975
be	V	0.9997
proud	A	0.9868
of	P	0.9980
United	^	0.9606
Kingdom	^	0.9555
Sort	V	0.3961
it	O	0.9904
out	T	0.9454


301301949	$	0.3119
234433845917802496A	$	0.4243
Mens	^	0.4472
latest	A	0.9919
bedroom	N	0.9963
worry	V	0.9813
50	$	0.9902
Shades	N	0.9529
E	G	0.6328
L	G	0.9066
James	^	0.9985
Fifty	^	0.6438
Shades	N	0.8864
of	P	0.9975
Grey	^	0.8336
may	V	0.5454
be	V	0.9991
supercharging	V	0.6795
the	D	0.9925
sexdrives	N	0.4612
o	P	0.7742
URL	N	0.4066


148181135	$	0.6321
104216608972607488A	$	0.6706
Next	A	0.9239
person	N	0.9958
to	P	0.9984
comment	V	0.9846
below	P	0.9646
wins	V	0.6602
4	$	0.7391
tickets	N	0.9979
for	P	0.9980
tonight	N	0.7359
or	&	0.9892
tomorrow	N	0.9679
nights	N	0.8392
Colts	^	0.7693
game	N	0.9621
against	P	0.9998
the	D	0.9963
McAllen	^	0.9929
Thunder	^	0.5991


401099806	$	0.2625
253310466024169472A	$	0.4141
Just	R	0.9988
got	V	0.9998
him	O	0.5490
tickets	N	0.9687
to	P	0.9997
the	D	0.9987
Knicks	^	0.9994
vs	P	0.6537
Celtics	^	0.9965
game	N	0.9546
on	P	0.9987
October	^	0.9975
20	$	0.9957
Lmfao	!	0.9817
how	R	0.9969
mad	A	0.9739
would	V	0.9772
he	O	0.9893
be	V	0.9988


290120812	$	0.3680
175147659059929089D	$	0.6993
Just	R	0.9988
got	V	0.9986
back	R	0.4293
from	P	0.9981
school	N	0.9856
aaaggghhh	!	0.7632
he	O	0.9988
is	V	0.9998
18	$	0.9912
Ive	L	0.9595
been	V	0.9925
having	V	0.9999
a	D	0.9876
spazzing	A	0.6130
attack	N	0.6095
the	D	0.9983
whole	A	0.9833
day	N	0.9911
O	P	0.3152
National	^	0.5273
Bieber	^	0.9987
Day3	$	0.8396
justinbieber	N	0.3467


20645542	$	0.4874
261631092539392000B	^	0.3761
Dee	^	0.9991
Dee	^	0.9974
Ramones	^	0.9975
exhibition	N	0.9975
of	P	0.9951
visual	A	0.9664
work	N	0.9972
opens	V	0.9466
tomorrow	N	0.8846
Dee	^	0.9701
Dee	^	0.9992
Shepard	^	0.9994
Fairey	^	0.8559
prints	N	0.8161
for	P	0.9992
sale	N	0.9719
at	P	0.9998
the	D	0.9985
opening	N	0.7242
FRIDAY	^	0.8998
8PM11PM	^	0.4041


38612928	$	0.2740
119494324760231937C	^	0.4002
Going	V	0.9972
to	P	0.9843
predict	V	0.9996
that	P	0.4019
Curtis	^	0.9911
Painter	^	0.5440
gets	V	0.9996
it	O	0.9521
this	D	0.9834
season	N	0.9982
throws	V	0.9950
for	P	0.9956
24TD	^	0.8133
and	&	0.9982
3400	$	0.9958
yards	N	0.9068
Colts	^	0.7207
trade	V	0.8600
him	O	0.9863
for	P	0.9990
a	D	0.9973
2nd	$	0.7956
round	N	0.9387
pick	V	0.9384
sarcasm	N	0.9847


247808931	$	0.4358
113349761364529152A	$	0.4458
Watch	V	0.5454
Monday	^	0.9801
Night	N	0.6841
Football	N	0.9934
tonight	N	0.8071
pregame	N	0.7009
festivities	N	0.9842
on	P	0.9969
ESPN	^	0.9801
Im	L	0.9698
in	P	0.9963
the	D	0.9991
intro	N	0.9524
with	P	0.9984
Hank	^	0.9998
Williams	^	0.9897
Jr	^	0.9974
Starts	V	0.8537
at	P	0.9969
6pm	$	0.5394
EST	N	0.9751
I	O	0.9907
will	V	0.9996


178634171	$	0.7268
222350785583923200D	$	0.4063
Darren	^	0.9984
Sammy	^	0.9999
and	&	0.9986
Dwyane	^	0.9833
Bravo	^	0.9978
will	V	0.9805
donate	V	0.9998
der	R	0.4364
full	A	0.9909
3rd	$	0.3852
matchVs	^	0.4637
NZ	^	0.9988
fee	N	0.9046
to	P	0.9974
Runako	V	0.4879
Mortons	^	0.9685
wife	N	0.9580
Dedicating	V	0.9971
it	O	0.9959
to	P	0.9905
a	D	0.9941
team	N	0.9964
man	N	0.9619
RIP	V	0.5170
Morton	^	0.9979


11282622	$	0.6642
195015914754818048A	$	0.4476
Had	V	0.9957
a	D	0.9963
great	A	0.9991
conversation	N	0.9998
with	P	0.9996
a	D	0.9991
guy	N	0.9953
at	P	0.9996
16th	A	0.5616
Mission	N	0.9799
after	P	0.9967
he	O	0.9998
gave	V	1.0000
me	O	0.9963
his	D	0.9952
last	A	0.9979
book	N	0.9964
for	P	0.9998
World	^	0.8535
Book	^	0.9689
Day	^	0.4841
It	O	0.9904
was	V	0.9979
nifty	A	0.9888
dude	N	0.9922


753528871	$	0.4498
264089658097549312A	$	0.2844
Sat	^	0.7463
on	P	0.9816
a	D	0.9974
bench	N	0.9866
and	&	0.9964
my	D	0.9971
feet	N	0.9975
couldnt	V	0.9139
touch	V	0.9923
the	D	0.9994
ground	N	0.5305
1	$	0.9869
Drexel	^	0.9323
shorter	A	0.9924
benches	N	0.9967
please	V	0.9891
2	P	0.6382
God	^	0.9703
64	$	0.9804
thats	L	0.8897
all	D	0.7254
Im	L	0.9881
askin	V	0.9922
asianboyproblems	N	0.2313


231241483	$	0.3516
255370271702265857B	^	0.2854
OoweeShawty	^	0.9309
Lakers	^	0.9978
vs	P	0.6641
Heat	^	0.9937
in	P	0.9965
the	D	0.9995
finals	N	0.9896
and	&	0.9898
the	D	0.9981
Lakers	^	0.9810
walk	V	0.9124
away	R	0.9891
with	P	0.9996
their	D	0.9970
17th	A	0.7897
ring	N	0.9893
FUCK	V	0.6329
NO	!	0.5542


44434255	$	0.2634
245062966679064576C	$	0.4761
Readers	N	0.9820
Due	V	0.5102
to	P	0.9910
power	N	0.5680
outages	N	0.9884
on	P	0.9992
the	D	0.9968
Wichita	^	0.9976
State	^	0.7564
campus	^	0.7926
Sunday	^	0.9841
The	D	0.8754
Sunflower	^	0.5514
will	V	0.9376
not	R	0.9958
publish	V	0.9966
its	L	0.5282
Monday	^	0.9571
print	N	0.9303
URL	N	0.7821


353946567	$	0.2805
108201763772960769D	$	0.7347
hopesolo	V	0.2462
the	D	0.9989
DWTS	^	0.5453
cast	N	0.9353
will	V	0.9874
be	V	0.9994
announced	V	0.9547
tonight	R	0.6711
Are	V	0.9984
you	O	0.9992
in	P	0.9550
it	O	0.9936
Oh	!	0.9340
I	O	0.9969
hope	V	0.9973
sooo	R	0.8916
Youd	L	0.9075
be	V	0.9991
so	R	0.5869
fun	A	0.8375
to	P	0.9987
